date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:45	28259/28259	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:44%20GMT	https://c.programmingpedia.net/en/tutorial/1930/bit-fields	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1930/bit-fields.html	(from https://c.programmingpedia.net/)
12:00:46	25711/25711	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:45%20GMT	https://c.programmingpedia.net/en/tutorial/3336/boolean	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3336/boolean.html	(from https://c.programmingpedia.net/)
12:00:47	30793/30793	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:47%20GMT	https://c.programmingpedia.net/en/tutorial/1285/command-line-arguments	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1285/command-line-arguments.html	(from https://c.programmingpedia.net/)
12:00:48	24214/24214	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:48%20GMT	https://c.programmingpedia.net/en/tutorial/10670/comments	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/10670/comments.html	(from https://c.programmingpedia.net/)
12:00:50	23288/23288	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:49%20GMT	https://c.programmingpedia.net/en/tutorial/10543/common-c-programming-idioms-and-developer-practices	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/10543/common-c-programming-idioms-and-developer-practices.html	(from https://c.programmingpedia.net/)
12:00:51	77310/77310	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:51%20GMT	https://c.programmingpedia.net/en/tutorial/2006/common-pitfalls	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2006/common-pitfalls.html	(from https://c.programmingpedia.net/)
12:00:52	40408/40408	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:52%20GMT	https://c.programmingpedia.net/en/tutorial/1337/compilation	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1337/compilation.html	(from https://c.programmingpedia.net/)
12:00:53	23179/23179	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:53%20GMT	https://c.programmingpedia.net/en/tutorial/4135/compound-literals	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4135/compound-literals.html	(from https://c.programmingpedia.net/)
12:00:55	20128/20128	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:54%20GMT	https://c.programmingpedia.net/en/tutorial/7397/constraints	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/7397/constraints.html	(from https://c.programmingpedia.net/)
12:00:56	37546/37546	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:55%20GMT	https://c.programmingpedia.net/en/tutorial/6257/create-and-include-header-files	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/6257/create-and-include-header-files.html	(from https://c.programmingpedia.net/)
12:00:57	36859/36859	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:56%20GMT	https://c.programmingpedia.net/en/tutorial/309/data-types	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/309/data-types.html	(from https://c.programmingpedia.net/)
12:00:59	19446/19446	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:58%20GMT	https://c.programmingpedia.net/en/tutorial/3104/declaration-vs-definition	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3104/declaration-vs-definition.html	(from https://c.programmingpedia.net/)
12:01:00	43431/43431	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:00:59%20GMT	https://c.programmingpedia.net/en/tutorial/3729/declarations	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3729/declarations.html	(from https://c.programmingpedia.net/)
12:01:01	25008/25008	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:00%20GMT	https://c.programmingpedia.net/en/tutorial/5460/enumerations	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/5460/enumerations.html	(from https://c.programmingpedia.net/)
12:01:02	19803/19803	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:01%20GMT	https://c.programmingpedia.net/en/tutorial/2486/error-handling	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2486/error-handling.html	(from https://c.programmingpedia.net/)
12:01:04	42001/42001	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:03%20GMT	https://c.programmingpedia.net/en/tutorial/507/files-and-i-o-streams	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/507/files-and-i-o-streams.html	(from https://c.programmingpedia.net/)
12:01:05	37674/37674	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:04%20GMT	https://c.programmingpedia.net/en/tutorial/3750/formatted-input-output	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3750/formatted-input-output.html	(from https://c.programmingpedia.net/)
12:01:06	25407/25407	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:05%20GMT	https://c.programmingpedia.net/en/tutorial/1006/function-parameters	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1006/function-parameters.html	(from https://c.programmingpedia.net/)
12:01:07	31273/31273	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:06%20GMT	https://c.programmingpedia.net/en/tutorial/250/function-pointers	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/250/function-pointers.html	(from https://c.programmingpedia.net/)
12:01:09	23763/23763	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:07%20GMT	https://c.programmingpedia.net/en/tutorial/571/generic-selection	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/571/generic-selection.html	(from https://c.programmingpedia.net/)
12:01:10	23188/23188	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:09%20GMT	https://c.programmingpedia.net/en/tutorial/1804/identifier-scope	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1804/identifier-scope.html	(from https://c.programmingpedia.net/)
12:01:12	54265/54265	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:11%20GMT	https://c.programmingpedia.net/en/tutorial/4832/implementation-defined-behaviour	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4832/implementation-defined-behaviour.html	(from https://c.programmingpedia.net/)
12:01:13	22847/22847	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:12%20GMT	https://c.programmingpedia.net/en/tutorial/2529/implicit-and-explicit-conversions	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2529/implicit-and-explicit-conversions.html	(from https://c.programmingpedia.net/)
12:01:14	29526/29526	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:13%20GMT	https://c.programmingpedia.net/en/tutorial/4547/initialization	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4547/initialization.html	(from https://c.programmingpedia.net/)
12:01:15	25199/25199	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:15%20GMT	https://c.programmingpedia.net/en/tutorial/4263/inline-assembly	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4263/inline-assembly.html	(from https://c.programmingpedia.net/)
12:01:17	20216/20216	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:16%20GMT	https://c.programmingpedia.net/en/tutorial/7427/inlining	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/7427/inlining.html	(from https://c.programmingpedia.net/)
12:01:18	25388/25388	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:17%20GMT	https://c.programmingpedia.net/en/tutorial/10564/interprocess-communication--ipc-	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/10564/interprocess-communication--ipc-.html	(from https://c.programmingpedia.net/)
12:01:19	32810/32810	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:18%20GMT	https://c.programmingpedia.net/en/tutorial/5151/iteration-statements-loops--for--while--do-while	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/5151/iteration-statements-loops--for--while--do-while.html	(from https://c.programmingpedia.net/)
12:01:21	24400/24400	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:20%20GMT	https://c.programmingpedia.net/en/tutorial/5568/jump-statements	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/5568/jump-statements.html	(from https://c.programmingpedia.net/)
12:01:22	38241/38241	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:21%20GMT	https://c.programmingpedia.net/en/tutorial/560/linked-lists	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/560/linked-lists.html	(from https://c.programmingpedia.net/)
12:01:23	26560/26560	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:22%20GMT	https://c.programmingpedia.net/en/tutorial/3455/literals-for-numbers--characters-and-strings	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3455/literals-for-numbers--characters-and-strings.html	(from https://c.programmingpedia.net/)
12:01:24	44861/44861	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:23%20GMT	https://c.programmingpedia.net/en/tutorial/4726/memory-management	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4726/memory-management.html	(from https://c.programmingpedia.net/)
12:01:26	21749/21749	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:25%20GMT	https://c.programmingpedia.net/en/tutorial/7111/multi-character-character-sequence	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/7111/multi-character-character-sequence.html	(from https://c.programmingpedia.net/)
12:01:27	19612/19612	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:26%20GMT	https://c.programmingpedia.net/en/tutorial/10489/multithreading	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/10489/multithreading.html	(from https://c.programmingpedia.net/)
12:01:28	67210/67210	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:27%20GMT	https://c.programmingpedia.net/en/tutorial/256/operators	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/256/operators.html	(from https://c.programmingpedia.net/)
12:01:30	27788/27788	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:29%20GMT	https://c.programmingpedia.net/en/tutorial/6862/pass-2d-arrays-to-functions	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/6862/pass-2d-arrays-to-functions.html	(from https://c.programmingpedia.net/)
12:01:31	60444/60444	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:30%20GMT	https://c.programmingpedia.net/en/tutorial/1108/pointers	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1108/pointers.html	(from https://c.programmingpedia.net/)
12:01:32	57400/57400	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:31%20GMT	https://c.programmingpedia.net/en/tutorial/447/preprocessor-and-macros	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/447/preprocessor-and-macros.html	(from https://c.programmingpedia.net/)
12:01:33	24223/24223	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:32%20GMT	https://c.programmingpedia.net/en/tutorial/365/random-number-generation	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/365/random-number-generation.html	(from https://c.programmingpedia.net/)
12:01:34	28405/28405	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:33%20GMT	https://c.programmingpedia.net/en/tutorial/3073/selection-statements	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3073/selection-statements.html	(from https://c.programmingpedia.net/)
12:01:36	24412/24412	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:35%20GMT	https://c.programmingpedia.net/en/tutorial/1275/sequence-points	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1275/sequence-points.html	(from https://c.programmingpedia.net/)
12:01:37	19540/19540	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:36%20GMT	https://c.programmingpedia.net/en/tutorial/7094/side-effects	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/7094/side-effects.html	(from https://c.programmingpedia.net/)
12:01:38	24580/24580	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:37%20GMT	https://c.programmingpedia.net/en/tutorial/453/signal-handling	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/453/signal-handling.html	(from https://c.programmingpedia.net/)
12:01:40	22511/22511	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:39%20GMT	https://c.programmingpedia.net/en/tutorial/3170/standard-math	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3170/standard-math.html	(from https://c.programmingpedia.net/)
12:01:41	37228/37228	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:40%20GMT	https://c.programmingpedia.net/en/tutorial/3597/storage-classes	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/3597/storage-classes.html	(from https://c.programmingpedia.net/)
12:01:42	65509/65509	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:41%20GMT	https://c.programmingpedia.net/en/tutorial/1990/strings	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1990/strings.html	(from https://c.programmingpedia.net/)
12:01:44	36254/36254	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:43%20GMT	https://c.programmingpedia.net/en/tutorial/1119/structs	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/1119/structs.html	(from https://c.programmingpedia.net/)
12:01:45	22423/22423	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:45%20GMT	https://c.programmingpedia.net/en/tutorial/4590/structure-padding-and-packing	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4590/structure-padding-and-packing.html	(from https://c.programmingpedia.net/)
12:01:46	23138/23138	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:46%20GMT	https://c.programmingpedia.net/en/tutorial/6779/testing-frameworks	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/6779/testing-frameworks.html	(from https://c.programmingpedia.net/)
12:01:48	23685/23685	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:47%20GMT	https://c.programmingpedia.net/en/tutorial/4432/threads--native-	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/4432/threads--native-.html	(from https://c.programmingpedia.net/)
12:01:49	24354/24354	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:48%20GMT	https://c.programmingpedia.net/en/tutorial/2588/type-qualifiers	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2588/type-qualifiers.html	(from https://c.programmingpedia.net/)
12:01:50	28855/28855	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:50%20GMT	https://c.programmingpedia.net/en/tutorial/2681/typedef	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2681/typedef.html	(from https://c.programmingpedia.net/)
12:01:52	67443/67443	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:51%20GMT	https://c.programmingpedia.net/en/tutorial/364/undefined-behavior	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/364/undefined-behavior.html	(from https://c.programmingpedia.net/)
12:01:53	21501/21501	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:52%20GMT	https://c.programmingpedia.net/en/tutorial/7645/unions	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/7645/unions.html	(from https://c.programmingpedia.net/)
12:01:54	23088/23088	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:53%20GMT	https://c.programmingpedia.net/en/tutorial/2674/valgrind	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/2674/valgrind.html	(from https://c.programmingpedia.net/)
12:01:56	35058/35058	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:55%20GMT	https://c.programmingpedia.net/en/tutorial/455/variable-arguments	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/455/variable-arguments.html	(from https://c.programmingpedia.net/)
12:01:57	26145/26145	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:56%20GMT	https://c.programmingpedia.net/en/tutorial/628/x-macros	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/tutorial/628/x-macros.html	(from https://c.programmingpedia.net/)
12:01:58	17788/17788	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:57%20GMT	https://c.programmingpedia.net/en/knowledge-base/10324/convert-a-hexadecimal-string-to-an-integer-efficiently-in-c-	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/10324/convert-a-hexadecimal-string-to-an-integer-efficiently-in-c-.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:00	40812/40812	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:01:59%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/c	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/c.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:01	39920/39920	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:01%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/hex	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/hex.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:03	40520/40520	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:02%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/performance	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/performance.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:04	11413/11413	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:03%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/strtol	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/strtol.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:05	15658/15658	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:04%20GMT	https://c.programmingpedia.net/en/knowledge-base/4824/string-indexof-function-in-c	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/4824/string-indexof-function-in-c.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:06	38532/38532	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:05%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/string	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/string.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:08	17162/17162	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:07%20GMT	https://c.programmingpedia.net/en/knowledge-base/24886/is-there-a-performance-difference-between-iplusplus-and-plusplusi-in-c-	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/24886/is-there-a-performance-difference-between-iplusplus-and-plusplusi-in-c-.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:09	42175/42175	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:08%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/optimization	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/optimization.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:10	13385/13385	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:09%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/post-increment	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/post-increment.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:12	11742/11742	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:11%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/pre-increment	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/pre-increment.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:13	16040/16040	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:12%20GMT	https://c.programmingpedia.net/en/knowledge-base/2873/choosing-a-static-code-analysis-tool	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/2873/choosing-a-static-code-analysis-tool.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:14	13217/13217	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:14%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/testing	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/testing.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:15	40041/40041	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:15%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/unix	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/unix.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:17	16815/16815	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:16%20GMT	https://c.programmingpedia.net/en/knowledge-base/4051/passing-multidimensional-arrays-as-function-arguments-in-c	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/4051/passing-multidimensional-arrays-as-function-arguments-in-c.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:18	14262/14262	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:18%20GMT	https://c.programmingpedia.net/en/knowledge-base/12489/how-do-you-get-a-directory-listing-in-c-	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/12489/how-do-you-get-a-directory-listing-in-c-.html	(from https://c.programmingpedia.net/en/knowledge-base)
12:02:20	9972/9972	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2009:02:19%20GMT	https://c.programmingpedia.net/en/knowledge-base/tag/common-tasks	/home/zekid/websites/https://c.programmingpedia.net/c.programmingpedia.net/en/knowledge-base/tag/common-tasks.html	(from https://c.programmingpedia.net/en/knowledge-base)
